id,first_name,last_name,position,age,prime_age,year,state,country,college_id,college,stars,height,overall,finishing,shooting2,shooting3,free_throw,ballwork,rebounding,interior_defense,perimeter_defense,overall_grade,finishing_grade,shooting2_grade,shooting3_grade,free_throw_grade,ballwork_grade,rebounding_grade,interior_defense_grade,perimeter_defense_grade,pro_potential_grade,potential_grade,draft_pick_id,draft_pick,drafted_team_id,drafted_team_abbr,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,archetype,prediction,recruiting_bias_value,stamina,playtime_expectations,minutes,previous_team_id,previous_team,personality,free_agency,recruiting_bias,work_ethic,academic_bias,player_id,defense,created_at,updated_at,deleted_at,inside_proportion,mid_range_proportion,three_point_proportion,position_one,position_two,position_three,p1_minutes,p2_minutes,p3_minutes,standing_reach,vertical_leap,lane_agility,max_vertical_leap,three_quarter_sprint,shuttle_run,wing_span,potential,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,relative_id,relative_type,notes,is_international
5365,Hubert,Dale,SG,23,28,0,,Guinea,33,FRES,1,7-0,31,4,5,6,9,5,6,15,5,F,F,F,C-,C-,D,F,B,D,23,C-,0,,0,,0,0,0,0,1,0,1,1,0,,0,,35,0,0,0,,Average,Average,"Prefers to play for a national championship contender",Complacent,"Naturally book smart",5365,0,"2025-12-11 22:43:53.590","2025-12-11 22:43:53.590",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,42,0,0,0,,,0,0,0,0,,0
5375,Eugene,Mckinney,PF,23,29,0,"District of Columbia",USA,0,,1,7-0,42,6,5,14,15,5,10,7,13,F,F,F,B-,C+,D,C,D,C-,3,F,0,,0,,0,1,0,1,0,1,0,0,0,,0,,43,0,0,0,,Tough,Average,Average,"Streams too much",Average,5375,0,"2025-12-12 00:05:21.547","2025-12-12 00:05:21.547",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,55,0,0,0,,,0,0,0,0,,0
5376,Phillip,Maldonado,SF,23,27,0,Arkansas,USA,322,SAM,1,6-9,35,9,2,11,4,6,8,5,9,F,D,F,C+,D,C-,F,F,C,55,B-,0,,0,,0,0,1,1,0,1,0,0,0,,0,,40,0,0,0,,Average,Average,Average,Average,Average,5376,0,"2025-12-11 23:52:01.079","2025-12-11 23:52:01.079",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,8,0,0,0,,,0,0,0,0,,0
5377,Monte,Simmons,C,23,26,0,Massachusetts,USA,0,,1,6-9,31,3,11,4,3,3,11,14,3,F,F,C-,D,F,D,D,C,F,43,C+,0,,0,,0,1,0,0,0,0,1,1,0,,0,,34,0,0,0,,Average,Average,Average,Average,Average,5377,0,"2025-12-12 00:09:36.683","2025-12-12 00:09:36.683",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,28,0,0,0,,,0,0,0,0,,0
5387,Bryan,Mcginn,SG,23,26,0,Indiana,USA,0,,1,6-11,34,5,12,10,18,5,1,10,10,F,D,C+,C-,B+,D,F,C-,C,54,C+,0,,0,,1,0,0,1,0,0,0,1,0,,0,,42,0,0,0,,Motivational,Average,Average,Hard-working,Average,5387,0,"2025-12-12 00:07:59.706","2025-12-12 00:07:59.706",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,44,0,0,0,,,0,0,0,0,,0
5388,Craig,Hayes,SG,23,29,0,,Romania,323,CIT,2,6-11,46,11,4,7,9,10,11,9,8,F,C+,D,D,C,C+,C+,D,C,1,F,0,,0,,1,0,1,0,0,1,0,0,0,,0,,33,0,0,0,,Average,"Highest bidder",Average,Average,"Frequent visits to the principal",5388,0,"2025-12-11 23:52:07.782","2025-12-11 23:52:07.782",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,18,0,0,0,,,0,0,0,0,,0
5389,George,Medeiros,SF,23,26,0,Louisiana,USA,323,CIT,2,6-11,48,5,11,9,5,11,12,9,15,F,D,C+,D,F,C-,C+,C,B-,49,C+,0,,0,,1,0,0,0,0,0,1,1,0,,0,,46,0,0,0,,Average,Average,Average,"Focuses on Max Reps","Values academics",5389,0,"2025-12-11 23:52:09.702","2025-12-11 23:52:09.702",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,46,0,0,0,,,0,0,0,0,,0
5399,Federico,Bocanegra,PG,23,25,0,Nevada,USA,0,,1,7-1,34,2,8,10,10,9,9,6,4,F,F,C,C+,C-,C,C-,F,F,49,C+,0,,0,,1,1,0,0,1,1,1,1,0,,0,,36,0,0,0,,Average,Average,Average,Average,Average,5399,0,"2025-12-12 00:07:38.221","2025-12-12 00:07:38.221",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,17,0,0,0,,,0,0,0,0,,0
5400,Jerry,Huggins,C,23,24,0,,Ghana,0,,1,6-9,29,10,5,2,2,7,2,4,10,F,C+,F,F,F,D,F,F,D,45,C+,0,,0,,1,0,0,0,0,0,1,0,0,,0,,48,0,0,0,,Average,"Money motivated",Average,Average,Average,5400,0,"2025-12-12 00:11:04.051","2025-12-12 00:11:04.051",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,17,0,0,0,,,0,0,0,0,,0
5401,Meena,Fu,PG,23,26,0,Hawaii,USA,193,BUT,1,7-1,27,2,6,11,10,7,7,2,3,F,F,C-,C+,D,F,D,F,F,32,C,0,,0,,0,0,0,1,1,1,1,0,0,,0,,38,0,0,0,,Average,Average,"Prefers to play for an up-and-coming team",Average,Average,5401,0,"2025-12-11 23:30:21.659","2025-12-11 23:30:21.659",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,8,0,0,0,,,0,0,0,0,,0
5411,Richard,Janas,SG,23,29,0,,Bulgaria,325,UTC,1,6-10,40,8,7,7,5,7,7,14,10,F,C-,D,F,D,F,D,C,D,42,C+,0,,0,,1,0,1,0,0,1,1,0,0,,0,,41,0,0,0,,Average,Average,Average,Average,Average,5411,0,"2025-12-11 23:52:30.890","2025-12-11 23:52:30.890",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,34,0,0,0,,,0,0,0,0,,0
5412,Peter,Barahona,SG,23,24,0,"North Dakota",USA,325,UTC,1,7-1,39,3,6,2,5,14,11,9,6,F,F,D,F,F,B-,D,C-,F,49,B-,0,,0,,0,0,0,0,1,1,1,0,0,,0,,37,0,0,0,,Flamboyant,Average,Average,Persistant,Average,5412,0,"2025-12-11 23:52:29.049","2025-12-11 23:52:29.049",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,17,0,0,0,,,0,0,0,0,,0
5413,Daniel,Laino,PG,23,30,0,,Israel,0,,1,7-0,25,3,6,10,4,6,4,5,8,F,F,F,D,D,F,F,F,C-,55,C+,0,,0,,0,0,0,0,1,0,1,0,0,,0,,48,0,0,0,,Average,"Wants extensions","Prefers to play for a specific coach",Persistant,Average,5413,0,"2025-12-12 00:12:32.405","2025-12-12 00:12:32.405",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,15,0,0,0,,,0,0,0,0,,0
5423,Michael,Succo,SG,23,29,0,Nebraska,USA,326,ETSU,1,6-9,32,4,2,11,2,6,11,6,6,F,D,F,D,F,F,C,D,D,59,B,0,,0,,0,1,0,1,0,1,1,1,0,,0,,35,0,0,0,,Reserved,Average,"Prefers to be close to home",Average,Average,5423,0,"2025-12-11 23:52:45.510","2025-12-11 23:52:45.510",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,22,0,0,0,,,0,0,0,0,,0
5424,Marcel,Stevenson,C,23,30,0,Wyoming,USA,326,ETSU,1,7-1,32,5,8,3,6,9,6,4,10,F,F,C,D,D,D,D,F,C+,43,C+,0,,0,,1,0,0,0,1,0,0,0,0,,0,,36,0,0,0,,Extroverted,Average,Average,Average,Average,5424,0,"2025-12-11 23:52:41.817","2025-12-11 23:52:41.817",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0
5425,Leif,Kinsella,PG,23,29,0,Montana,USA,326,ETSU,1,7-1,34,7,5,4,7,7,6,7,11,F,C-,D,F,D,C-,F,C-,C-,44,C,0,,0,,0,0,1,1,0,1,0,1,0,,0,,41,0,0,0,,Average,Average,Average,Average,"Studies hard",5425,0,"2025-12-11 23:52:43.640","2025-12-11 23:52:43.640",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,29,0,0,0,,,0,0,0,0,,0
5435,Roger,Herrera,PF,23,28,0,,Mexico,0,,2,6-11,41,11,9,9,12,8,6,2,11,F,C+,D,D,C,C-,F,F,C+,43,C+,0,,0,,0,0,0,0,0,0,0,0,0,,0,,39,0,0,0,,Average,"Hometown hero",Average,Average,Average,5435,0,"2025-12-12 00:03:56.985","2025-12-12 00:03:56.985",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,25,0,0,0,,,0,0,0,0,,0
5436,Bruce,Cole,SF,23,29,0,,Germany,0,,1,7-1,29,7,4,8,12,3,6,9,1,F,F,F,D,C,F,D,D,F,47,C,0,,0,,0,0,0,0,0,0,0,0,0,,0,,47,0,0,0,,Paranoid,Average,Average,Average,Average,5436,0,"2025-12-12 00:11:13.685","2025-12-12 00:11:13.685",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,32,0,0,0,,,0,0,0,0,,0
5437,Eric,Parlato,C,23,30,0,Georgia,USA,0,,1,6-11,27,4,9,8,4,4,8,2,6,F,F,C,C,D,D,C-,F,F,36,C+,0,,0,,0,0,1,0,0,1,1,0,0,,0,,41,0,0,0,,Average,Average,Average,Hard-working,Average,5437,0,"2025-12-12 00:11:57.032","2025-12-12 00:11:57.032",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,7,0,0,0,,,0,0,0,0,,0
5447,Trevor,Brugger,PF,23,27,0,"South Dakota",USA,328,MER,1,6-9,42,9,3,3,5,12,11,6,9,F,C-,F,F,D,C-,C+,D,C,76,A-,0,,0,,0,0,0,0,1,1,0,0,0,,0,,40,0,0,0,,Average,Average,Average,Average,Average,5447,0,"2025-12-11 23:53:06.897","2025-12-11 23:53:06.897",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,40,0,0,0,,,0,0,0,0,,0
5448,Lawrence,Abner,SG,23,24,0,Montana,USA,328,MER,1,6-10,29,6,8,9,8,7,2,11,1,F,D,F,D,C,D,F,C,F,6,F,0,,0,,1,0,0,0,1,0,0,1,0,,0,,39,0,0,0,,Uncooperative,Average,"Prefers to play for a national championship contender",Average,Average,5448,0,"2025-12-11 23:53:09.443","2025-12-11 23:53:09.443",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,5,0,0,0,,,0,0,0,0,,0
5449,Clifton,Warren,PF,23,30,0,"New Hampshire",USA,0,,1,6-10,30,8,5,10,3,11,3,2,3,F,F,D,C,F,C+,F,F,D,53,B,0,,0,,0,0,0,0,0,0,0,0,0,,0,,43,0,0,0,,Average,"Wants extensions",Average,Average,Average,5449,0,"2025-12-12 00:09:12.961","2025-12-12 00:09:12.961",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,4,0,0,0,,,0,0,0,0,,0
5459,Pierre,Jones,SG,23,24,0,Connecticut,USA,0,,1,6-10,30,3,10,10,14,2,8,5,8,F,F,D,D,B,F,F,F,C-,45,C+,0,,0,,0,1,0,1,1,0,0,0,0,,0,,39,0,0,0,,Irrational,Average,Average,Average,Average,5459,0,"2025-12-12 00:09:16.789","2025-12-12 00:09:16.789",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,22,0,0,0,,,0,0,0,0,,0
5460,Ronald,Thorne,C,23,30,0,Missouri,USA,0,,1,6-10,27,7,1,6,3,6,3,11,6,F,C-,F,F,D,F,F,C,C-,77,A,0,,0,,0,0,0,0,0,0,0,1,0,,0,,36,0,0,0,,Paranoid,Average,Average,Average,Distracted,5460,0,"2025-12-12 00:11:21.278","2025-12-12 00:11:21.278",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,19,0,0,0,,,0,0,0,0,,0
5461,Aaron,Stiles,SF,23,29,0,,Croatia,0,,1,6-10,32,5,8,10,9,1,12,8,3,F,D,D,C,C,F,C+,C-,F,45,C+,0,,0,,0,0,0,1,0,0,0,0,0,,0,,45,0,0,0,,Selfish,Average,Average,Lazy,Average,5461,0,"2025-12-12 00:08:38.949","2025-12-12 00:08:38.949",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,24,0,0,0,,,0,0,0,0,,0
5471,Manuel,Lugo,PG,23,30,0,Illinois,USA,330,VMI,1,7-1,35,5,13,4,6,9,6,8,8,F,F,C-,F,F,C,D,C-,C-,62,B+,0,,0,,1,0,0,0,1,0,0,0,0,,0,,32,0,0,0,,Stoic,"I'm the starter",Average,Average,Average,5471,0,"2025-12-11 23:53:28.734","2025-12-11 23:53:28.734",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,15,0,0,0,,,0,0,0,0,,0
5472,Martin,Vanaken,SF,23,28,0,Iowa,USA,0,,1,7-0,33,4,11,3,4,4,13,10,3,F,F,D,D,F,F,C+,C-,F,48,C+,0,,0,,0,0,1,0,1,0,0,0,0,,0,,35,0,0,0,,Average,Average,Average,Average,Average,5472,0,"2025-12-12 00:08:41.779","2025-12-12 00:08:41.779",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,29,0,0,0,,,0,0,0,0,,0
5473,Larry,England,SF,23,26,0,"North Dakota",USA,330,VMI,1,7-0,36,8,11,6,11,6,9,5,3,F,D,C-,D,C,F,C-,F,F,35,C-,0,,0,,0,1,0,1,0,0,0,0,0,,0,,47,0,0,0,,Tough,Average,Average,Average,Average,5473,0,"2025-12-11 23:53:26.872","2025-12-11 23:53:26.872",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,26,0,0,0,,,0,0,0,0,,0
5483,Corrin,Maass,SF,23,27,0,Arkansas,USA,331,MCN,1,7-1,38,5,6,8,6,9,10,6,11,F,D,D,D,F,D,C-,F,C+,42,C+,0,,0,,1,0,0,0,0,1,1,1,0,,0,,47,0,0,0,,Average,Average,"Prefers to play for a specific coach",Average,"Sits at the front of the class",5483,0,"2025-12-11 23:53:36.547","2025-12-11 23:53:36.547",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,37,0,0,0,,,0,0,0,0,,0
5484,Daniel,Rell,C,23,30,0,Louisiana,USA,331,MCN,1,7-1,29,9,4,11,3,5,2,6,9,F,C-,F,C,F,F,F,D,D,60,B,0,,0,,0,0,0,1,1,0,1,1,0,,0,,35,0,0,0,,Tough,Average,"Prefers to play for a team with a rich history","Gym Rat",Studious,5484,0,"2025-12-11 23:53:38.692","2025-12-11 23:53:38.692",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,4,0,0,0,,,0,0,0,0,,0
5485,Jeremy,Hawkins,PG,23,30,0,"North Dakota",USA,0,,1,6-11,27,2,3,10,9,9,5,5,3,F,F,F,C-,D,C-,F,D,F,68,A-,0,,0,,0,0,1,0,0,0,0,1,0,,0,,34,0,0,0,,Average,Average,Average,"Footwork king","Sits at the front of the class",5485,0,"2025-12-12 00:12:20.754","2025-12-12 00:12:20.754",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,10,0,0,0,,,0,0,0,0,,0
5495,Philip,Burgart,PF,23,30,0,,Turkey,22,CLEM,2,6-10,36,11,10,10,2,7,6,5,5,F,C+,C-,C-,F,C-,D,D,F,11,D-,0,,0,,0,0,0,0,0,0,0,0,0,,0,,47,0,0,0,,Average,Average,"Prefers to play for a national championship contender",Average,Average,5495,0,"2025-12-11 22:41:44.781","2025-12-11 22:41:44.781",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,33,0,0,0,,,0,0,0,0,,0
5496,Ekaterina,Ball,SG,23,29,0,,Estonia,332,NWST,1,7-0,42,8,10,13,8,9,9,7,5,F,C-,C+,B-,C,C,C-,D,D,44,C+,0,,0,,0,1,1,1,0,0,1,0,0,,0,,46,0,0,0,,Average,"Highest bidder",Average,"Footwork king",Tutor,5496,0,"2025-12-11 23:53:47.152","2025-12-11 23:53:47.152",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,27,0,0,0,,,0,0,0,0,,0
5497,Stephen,Buckner,SF,23,26,0,Vermont,USA,332,NWST,1,7-1,41,3,10,14,11,10,9,2,14,F,F,C-,C+,C-,D,C,F,C+,41,C,0,,0,,1,1,0,0,1,0,0,1,0,,0,,43,0,0,0,,Average,Average,Average,Average,"Class Clown",5497,0,"2025-12-11 23:53:48.963","2025-12-11 23:53:48.963",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,27,0,0,0,,,0,0,0,0,,0
5507,John,Evans,SG,23,25,0,Georgia,USA,333,UIW,2,7-1,54,6,13,9,11,10,16,17,5,F,F,C,D,C-,C,B-,B-,D,61,B+,0,,0,,1,1,0,0,0,1,1,0,0,,0,,46,0,0,0,,Average,Loyal,Average,Persistant,Average,5507,0,"2025-12-11 23:53:55.107","2025-12-11 23:53:55.107",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,63,0,0,0,,,0,0,0,0,,0
5508,Jason,Morrison,C,23,27,0,"American Samoa",USA,333,UIW,1,7-0,39,8,10,16,3,7,8,13,2,F,F,C,C+,F,C-,D,C+,F,52,B+,0,,0,,1,1,1,0,0,0,1,0,0,,0,,38,0,0,0,,Eccentric,Average,Average,Average,Average,5508,0,"2025-12-11 23:53:57.634","2025-12-11 23:53:57.634",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,43,0,0,0,,,0,0,0,0,,0
5509,Israel,Reeder,PG,23,30,0,,Mexico,0,,1,7-1,28,1,3,14,3,9,6,5,7,F,F,F,B-,F,C,C-,F,F,43,C+,0,,0,,1,1,1,0,0,1,0,1,0,,0,,35,0,0,0,,Average,Average,Average,Loud,Average,5509,0,"2025-12-12 00:10:34.073","2025-12-12 00:10:34.073",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,14,0,0,0,,,0,0,0,0,,0
5519,Cory,Akula,SG,23,27,0,"New Hampshire",USA,334,SELA,1,7-0,42,11,2,9,8,10,6,11,7,F,C+,F,D,C,C-,F,D,D,61,A-,0,,0,,0,0,0,0,0,0,1,1,0,,0,,48,0,0,0,,Average,Average,Average,Average,"Less likely to get academic probation",5519,0,"2025-12-11 23:54:07.723","2025-12-11 23:54:07.723",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,34,0,0,0,,,0,0,0,0,,0
5520,Richard,Raptis,SF,23,30,0,Kansas,USA,334,SELA,1,7-1,37,6,10,4,13,12,4,5,8,F,F,D,D,C+,C+,F,F,F,45,C+,0,,0,,1,1,0,0,1,0,0,1,0,,0,,46,0,0,0,,Average,Average,Average,"Gym Rat",Average,5520,0,"2025-12-11 23:54:09.929","2025-12-11 23:54:09.929",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,23,0,0,0,,,0,0,0,0,,0
5521,Donald,Santure,C,23,29,0,,Austria,0,,1,7-1,29,10,4,4,7,7,3,5,3,F,C,F,F,C-,F,F,D,F,51,B-,0,,0,,0,1,0,0,1,1,1,0,0,,0,,36,0,0,0,,Dramatic,Average,Average,Average,Average,5521,0,"2025-12-12 00:10:35.918","2025-12-12 00:10:35.918",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,2,0,0,0,,,0,0,0,0,,0
5531,Benjamin,Alam,C,23,25,0,,Israel,0,,1,6-11,37,7,10,2,8,8,7,9,10,F,F,D,F,D,C-,D,D,D,43,C+,0,,0,,1,0,1,0,1,1,0,0,0,,0,,42,0,0,0,,Average,"Money motivated",Average,"Trolls on Discord","Loves Learning",5531,0,"2025-12-12 00:06:39.947","2025-12-12 00:06:39.947",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,24,0,0,0,,,0,0,0,0,,0
5532,Michael,Reece,SG,23,25,0,Guam,USA,335,ETAM,1,7-1,38,8,11,7,6,11,3,10,7,F,D,D,F,F,C+,F,C+,C-,52,B,0,,0,,0,1,0,0,1,0,0,0,0,,0,,41,0,0,0,,Average,"Hometown hero",Average,Average,"Sits at the back of the class",5532,0,"2025-12-11 23:54:20.689","2025-12-11 23:54:20.689",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,26,0,0,0,,,0,0,0,0,,0
5533,Leon,Wong,PF,23,24,0,Indiana,USA,335,ETAM,2,7-1,39,11,11,9,10,7,5,10,2,F,D,C-,C-,D,F,D,C,F,46,C+,0,,0,,0,0,0,0,0,0,0,0,0,,0,,42,0,0,0,,Average,Average,Open-Minded,Average,Average,5533,0,"2025-12-11 23:54:18.856","2025-12-11 23:54:18.856",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,15,0,0,0,,,0,0,0,0,,0
5543,Mark,Davis,SF,23,30,0,,Estonia,336,AMCC,2,7-1,49,11,9,2,8,11,11,17,3,F,C+,C-,F,F,C+,C+,B-,F,48,C,0,,0,,1,0,0,1,0,0,1,0,0,,0,,38,0,0,0,,Average,Average,Average,Average,Average,5543,0,"2025-12-11 23:54:30.346","2025-12-11 23:54:30.346",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,28,0,0,0,,,0,0,0,0,,0
5544,Michael,Meras,SF,23,28,0,Alabama,USA,336,AMCC,1,6-9,36,7,6,1,3,11,4,12,10,F,D,D,F,F,C,F,B-,D,83,A+,0,,0,,1,0,1,0,1,0,1,1,0,,0,,42,0,0,0,,Average,Average,Average,Lazy,Average,5544,0,"2025-12-11 23:54:34.682","2025-12-11 23:54:34.682",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,28,0,0,0,,,0,0,0,0,,0
5545,Peter,Tani,PG,23,30,0,Pennsylvania,USA,336,AMCC,2,6-9,41,7,4,2,11,12,10,4,11,F,F,F,F,C,C,C-,F,C-,43,C+,0,,0,,0,1,1,1,0,0,0,0,0,,0,,41,0,0,0,,Average,Average,"Prefers to be close to home","Gym Rat",Average,5545,0,"2025-12-11 23:54:32.807","2025-12-11 23:54:32.807",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,20,0,0,0,,,0,0,0,0,,0
5554,Jose,Quintana,SF,23,28,0,"New Hampshire",USA,0,,1,6-11,35,7,5,6,1,9,9,2,10,F,C-,F,F,F,D,C-,F,C,53,B-,0,,0,,1,1,1,0,0,0,0,1,0,,0,,38,0,0,0,,Average,Average,Open-Minded,Lazy,"Didn't come here to play school",5554,0,"2025-12-12 00:07:47.912","2025-12-12 00:07:47.912",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,22,0,0,0,,,0,0,0,0,,0
5555,Raymond,Muhammed,PF,23,29,0,Illinois,USA,337,NICH,1,6-9,38,10,2,8,5,9,8,5,7,F,D,F,D,F,C-,D,F,C-,5,D-,0,,0,,0,0,0,0,1,1,1,0,0,,0,,39,0,0,0,,Extroverted,Average,Average,Persistant,Average,5555,0,"2025-12-11 23:54:43.893","2025-12-11 23:54:43.893",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,22,0,0,0,,,0,0,0,0,,0
5556,Tommy,Costabile,SF,23,24,0,,Lithuania,337,NICH,1,7-0,46,13,5,12,8,10,4,11,12,F,C+,F,C-,C,D,F,C,C-,49,B,0,,0,,0,1,0,0,0,0,0,0,0,,0,,39,0,0,0,,Relaxed,Average,Average,Average,Average,5556,0,"2025-12-11 23:54:41.709","2025-12-11 23:54:41.709",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,72,0,0,0,,,0,0,0,0,,0
5557,Gonzalo,Castaneda,PF,23,24,0,,"El Salvador",93,SOCA,1,7-1,36,5,5,5,4,7,15,7,3,F,D,D,D,F,C-,B,D,F,34,C,0,,0,,0,0,0,0,0,1,0,0,0,,0,,35,0,0,0,,Average,Average,"Prefers to play for a team with a rich history",Loud,Average,5557,0,"2025-12-11 23:10:57.873","2025-12-11 23:10:57.873",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,23,0,0,0,,,0,0,0,0,,0
5567,John,Coleman,SG,23,26,0,Oklahoma,USA,338,LAM,1,6-10,46,5,4,13,10,8,18,4,9,F,F,F,C,D,D,B-,F,C,10,D-,0,,0,,0,0,0,0,1,1,1,1,0,,0,,36,0,0,0,,Flamboyant,"Drafted team discount",Average,Average,Average,5567,0,"2025-12-11 23:54:53.931","2025-12-11 23:54:53.931",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,49,0,0,0,,,0,0,0,0,,0
5568,Eric,Jeske,C,23,27,0,Pennsylvania,USA,338,LAM,2,7-0,47,10,6,11,9,9,13,6,8,F,D,F,D,D,D,C+,C-,C-,41,C,0,,0,,0,0,0,0,0,1,1,1,0,,0,,43,0,0,0,,"Absent Minded",Average,Average,Average,Average,5568,0,"2025-12-11 23:54:51.793","2025-12-11 23:54:51.793",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,24,0,0,0,,,0,0,0,0,,0
5569,Robert,Davi,SG,23,29,0,Minnesota,USA,338,LAM,1,7-0,38,4,1,9,8,14,10,4,4,F,F,F,D,C-,C,C-,F,D,24,C-,0,,0,,0,1,0,0,1,0,0,1,0,,0,,34,0,0,0,,Relaxed,Average,Open-Minded,Average,Average,5569,0,"2025-12-11 23:54:55.784","2025-12-11 23:54:55.784",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,31,0,0,0,,,0,0,0,0,,0
5579,Robert,Cullen,SF,23,25,0,,Spain,339,UNO,1,7-0,39,10,10,1,2,13,5,5,9,F,C+,D,F,F,C+,D,F,D,48,C+,0,,0,,0,0,1,0,1,1,0,1,0,,0,,33,0,0,0,,Average,"Hates Tags",Average,Average,Studious,5579,0,"2025-12-11 23:55:03.146","2025-12-11 23:55:03.146",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,18,0,0,0,,,0,0,0,0,,0
5580,Thomas,Young,PF,23,24,0,,Algeria,339,UNO,1,6-10,22,4,1,7,8,1,4,6,10,F,D,F,D,F,F,F,F,C,55,C+,0,,0,,0,0,0,0,0,0,0,0,0,,0,,48,0,0,0,,Cooperative,Average,Average,Average,Average,5580,0,"2025-12-11 23:55:05.300","2025-12-11 23:55:05.300",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,15,0,0,0,,,0,0,0,0,,0
5581,James,Verma,SG,23,27,0,,China,339,UNO,2,6-10,49,8,10,4,8,14,8,9,15,F,C-,C,D,C-,B-,C-,D,C+,52,C+,0,,0,,1,0,0,0,1,0,0,1,0,,0,,44,0,0,0,,Average,Average,Average,Average,Average,5581,0,"2025-12-11 23:55:00.968","2025-12-11 23:55:00.968",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,55,0,0,0,,,0,0,0,0,,0
5591,Miguel,Balli,PF,23,25,0,Alabama,USA,0,,1,6-11,36,9,10,1,5,7,7,3,13,F,D,D,F,D,F,D,F,B-,50,B-,0,,0,,0,0,0,1,0,1,0,1,0,,0,,41,0,0,0,,Average,Average,Average,Average,"Loves Learning",5591,0,"2025-12-12 00:07:26.999","2025-12-12 00:07:26.999",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,16,0,0,0,,,0,0,0,0,,0
5592,Reese,White,PF,23,25,0,Kentucky,USA,0,,1,6-10,33,4,7,21,5,3,8,8,7,F,F,D,A-,D,F,C,C,C-,47,C+,0,,0,,0,1,0,1,0,0,0,0,0,,0,,43,0,0,0,,Average,Average,Average,"Skips Leg Day",Average,5592,0,"2025-12-12 00:09:29.645","2025-12-12 00:09:29.645",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,65,0,0,0,,,0,0,0,0,,0
